symbol,assets,open,high,low,ltp,chn,per,qty,trdval,nav,wkhi,wklo,prevclose,stockindcloseprice,perchange365d,perchange30d,date365dago,date30dago,xdt,cact,ypc,mpc,nearwkh,nearwkl,charttodaypath,chart30dpath,chart365dpath,series,meta,date
SBILIQETF,Nifty 1D Rate Index,1019.82,1020.13,1019.82,1020.11,0.29,0.03,10101,10304030.1,1019.688,1027.15,984.99,1019.82,0,0.0,0.4,,27-Nov-2025,-,-,inf,0.418364735298171,0.685391617582639,-3.565518431659205,https://nsearchives.nseindia.com/today/SBILIQETFEQN.svg,https://nsearchives.nseindia.com/30d/SBILIQETF-EQ.svg,,EQ,"{'symbol': 'SBILIQETF', 'companyName': 'SBI Mutual Fund - SBI NIFTY 1D Rate Liquid ETF - Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1969', 'listingDate': '2025-08-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
FMCGIETF,Nifty FMCG Index,58.9,59.08,58.18,59.0,0.02,0.03,712791,42011901.54,58.8992,62.3,53.0,58.98,0,-0.67,-0.61,27-Dec-2024,27-Nov-2025,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,-0.3378378378378426,-0.3883167313861166,5.296950240770461,-11.320754716981131,https://nsearchives.nseindia.com/today/FMCGIETFEQN.svg,https://nsearchives.nseindia.com/30d/FMCGIETF-EQ.svg,https://nsearchives.nseindia.com/365d/FMCGIETF-EQ.svg,EQ,"{'symbol': 'FMCGIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19V3', 'slb_isin': 'INF109KC19V3', 'listingDate': '2021-08-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,201.41,201.55,199.99,200.44,0.04,0.02,1358,272564.18,200.6295,202.28,162.15,200.4,0,6.38,1.31,27-Dec-2024,27-Nov-2025,-,-,6.74193204814144,1.242549752500257,0.9096302155428136,-23.61393771199506,https://nsearchives.nseindia.com/today/MOQUALITYEQN.svg,https://nsearchives.nseindia.com/30d/MOQUALITY-EQ.svg,https://nsearchives.nseindia.com/365d/MOQUALITY-EQ.svg,EQ,"{'symbol': 'MOQUALITY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Quality ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BH8', 'slb_isin': 'INF247L01BH8', 'listingDate': '2022-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,744.41,744.95,738.0,741.6,0.18,0.02,261406,194174990.86,741.0236,777.0,595.0,741.42,0,1.15,-0.19,27-Dec-2024,27-Nov-2025,10-MAR-14,DIVIDEND-RS.1 PER UNIT,0.4578580910839581,-0.2984593046704884,4.555984555984553,-24.638655462184875,https://nsearchives.nseindia.com/today/JUNIORBEESEQN.svg,https://nsearchives.nseindia.com/30d/JUNIORBEES-EQ.svg,https://nsearchives.nseindia.com/365d/JUNIORBEES-EQ.svg,EQ,"{'symbol': 'JUNIORBEES', 'companyName': 'Nippon India ETF Nifty Next 50 Junior BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01045', 'slb_isin': 'INF732E01045', 'listingDate': '2003-03-06', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,111.75,111.79,111.01,111.01,0.01,0.01,506,56393.7,111.4271,113.03,103.71,111.0,0,6.29,-0.15,27-Dec-2024,27-Nov-2025,-,-,6.832836108170541,-0.3232468348747413,1.7871361585419765,-7.038858355028456,https://nsearchives.nseindia.com/today/ABGSECEQN.svg,https://nsearchives.nseindia.com/30d/ABGSEC-EQ.svg,https://nsearchives.nseindia.com/365d/ABGSEC-EQ.svg,EQ,"{'symbol': 'ABGSEC', 'companyName': 'AdityaBirlaSunLifeMF-Aditya Birla Sun Life CRISIL Broad Based Gilt ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KC1134', 'listingDate': '2024-07-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LICNFNHGP,Nifty 100,292.01,292.01,289.22,290.53,0.03,0.01,176,51172.0,290.5842,298.0,242.47,290.5,0,9.09,1.25,27-Dec-2024,27-Nov-2025,-,-,9.609145099222808,0.7525315577749893,2.506711409395982,-19.821008784591896,https://nsearchives.nseindia.com/today/LICNFNHGPEQN.svg,https://nsearchives.nseindia.com/30d/LICNFNHGP-EQ.svg,https://nsearchives.nseindia.com/365d/LICNFNHGP-EQ.svg,EQ,"{'symbol': 'LICNFNHGP', 'companyName': 'LIC MF - LIC MF ETF - Nifty 100', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF767K01PC8', 'listingDate': '2016-03-28', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LIQUIDSBI,SBI NIFTY 1D Rate ETF,999.99,1000.01,999.99,999.99,-0.01,-0.0,15873,15872841.27,1000.0,1029.99,999.0,1000.0,0,0.0,0.0,27-Dec-2024,27-Nov-2025,-,-,-0.000999999999999,-0.0019999800001981,2.9126496373751203,-0.0990990990991,https://nsearchives.nseindia.com/today/LIQUIDSBIEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDSBI-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDSBI-EQ.svg,EQ,"{'symbol': 'LIQUIDSBI', 'companyName': 'SBI Mutual Fund - SBI NIFTY 1D Rate ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA13Z8', 'slb_isin': 'INF200KA13Z8', 'listingDate': '2023-11-02', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,259.99,259.99,259.13,259.98,-0.01,-0.0,11174,2901105.62,259.636,265.36,238.55,259.99,0,6.95,-0.09,27-Dec-2024,27-Nov-2025,-,-,7.014077550012357,0.1348072256673045,2.0274344287006314,-8.9834416264934,https://nsearchives.nseindia.com/today/GSEC10IETFEQN.svg,https://nsearchives.nseindia.com/30d/GSEC10IETF-EQ.svg,https://nsearchives.nseindia.com/365d/GSEC10IETF-EQ.svg,EQ,"{'symbol': 'GSEC10IETF', 'companyName': 'ICICI Pru Mutual Fund-ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18O0', 'slb_isin': 'INF109KC18O0', 'listingDate': '2022-12-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LIQUIDBEES,Government Securities,999.99,1000.01,999.99,999.99,-0.01,-0.0,3502041,3502005979.59,1000.0,1030.0,970.0,1000.0,0,0.0,0.0,27-Dec-2024,27-Nov-2025,19-SEP-17, EXIT OPTION PURSUANT TO CHANGE IN FUNDAMENTAL ATTRIBUTES OF ETF  ,-0.000999999999999,0.0,2.913592233009708,-3.0917525773195886,https://nsearchives.nseindia.com/today/LIQUIDBEESEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDBEES-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDBEES-EQ.svg,EQ,"{'symbol': 'LIQUIDBEES', 'companyName': 'Nippon India ETF Nifty 1D Rate Liquid BeES', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF732E01037', 'listingDate': '2003-07-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,33.5,33.57,33.3,33.57,0.0,0.0,2596,86810.24,33.4678,34.5,29.78,33.57,0,0.0,-0.48,,27-Nov-2025,-,-,inf,0.3287507471607873,2.6956521739130426,-12.726662189388849,https://nsearchives.nseindia.com/today/MON50EQUALEQN.svg,https://nsearchives.nseindia.com/30d/MON50EQUAL-EQ.svg,,EQ,"{'symbol': 'MON50EQUAL', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty 50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FC0', 'listingDate': '2025-05-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,999.99,1000.0,999.99,1000.0,0.01,0.0,137813,137811621.87,1000.0,1030.0,995.0,999.99,0,0.0,0.0,27-Dec-2024,27-Nov-2025,-,-,0.001000010000099,0.001000010000099,2.912621359223301,-0.5025125628140703,https://nsearchives.nseindia.com/today/LIQUIDEQN.svg,https://nsearchives.nseindia.com/30d/LIQUID-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUID-EQ.svg,EQ,"{'symbol': 'LIQUID', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 1D Rate Liquid ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KS1', 'slb_isin': 'INF769K01KS1', 'listingDate': '2023-07-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,1000.0,1000.01,999.99,1000.01,0.01,0.0,1856,1856000.0,1000.0,1030.0,999.99,1000.0,0,0.0,0.0,27-Dec-2024,27-Nov-2025,-,-,0.000999999999999,0.000999999999999,2.911650485436894,-0.0020000200001981,https://nsearchives.nseindia.com/today/ABSLLIQUIDEQN.svg,https://nsearchives.nseindia.com/30d/ABSLLIQUID-EQ.svg,https://nsearchives.nseindia.com/365d/ABSLLIQUID-EQ.svg,EQ,"{'symbol': 'ABSLLIQUID', 'companyName': 'Aditya Birla Sun Life CRISIL Liquid Overnight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB18T9', 'slb_isin': 'INF209KB18T9', 'listingDate': '2023-03-16', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NIFTY1,Nifty 50,289.63,290.0,286.83,288.32,0.0,0.0,287460,82558512.0,287.7365,320.0,238.25,288.32,0,10.65,-0.67,27-Dec-2024,27-Nov-2025,27-JUL-17, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 1/- PER SHARE,11.376366516011894,0.0277546489036858,9.900000000000002,-21.01573976915005,https://nsearchives.nseindia.com/today/NIFTY1EQN.svg,https://nsearchives.nseindia.com/30d/NIFTY1-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTY1-EQ.svg,EQ,"{'symbol': 'NIFTY1', 'companyName': 'Kotak Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K014P6', 'slb_isin': 'INF174K014P6', 'listingDate': '2010-02-11', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MOMNC,Nifty MNC ETF Total Return Index,30.23,30.23,30.1,30.23,0.0,0.0,263,7945.23,30.1717,30.49,29.32,30.23,0,0.0,0.0,,,-,-,inf,inf,0.8527386028205904,-3.10368349249659,https://nsearchives.nseindia.com/today/MOMNCEQN.svg,,,EQ,"{'symbol': 'MOMNC', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty MNC ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01GK1', 'listingDate': '2025-12-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
SMALL250,Nifty Smallcap 250,16.89,16.89,16.58,16.63,0.0,0.0,236771,3932766.31,16.6396,17.64,15.85,16.63,0,0.0,-1.19,,27-Nov-2025,-,-,inf,-1.30563798219586,5.725623582766449,-4.921135646687694,https://nsearchives.nseindia.com/today/SMALL250EQN.svg,https://nsearchives.nseindia.com/30d/SMALL250-EQ.svg,,EQ,"{'symbol': 'SMALL250', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Smallcap 250 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01PQ4', 'listingDate': '2025-11-13', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
EQUAL200,BSE 200 Equal Weight,13.49,13.49,13.42,13.43,0.0,0.0,133139,1786725.38,11.456,13.96,11.03,13.43,0,0.0,-0.52,,27-Nov-2025,-,-,inf,-0.5921539600296082,3.796561604584535,-21.75883952855848,https://nsearchives.nseindia.com/today/EQUAL200EQN.svg,https://nsearchives.nseindia.com/30d/EQUAL200-EQ.svg,,EQ,"{'symbol': 'EQUAL200', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset BSE 200 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01OA1', 'listingDate': '2025-03-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
OILIETF,Nifty Oil & Gas Index,12.19,12.19,12.07,12.11,0.0,0.0,867972,10502461.2,12.1143,12.66,9.42,12.11,0,12.56,-1.39,27-Dec-2024,27-Nov-2025,-,-,11.81902123730378,-1.9433198380566816,4.344391785150084,-28.55626326963906,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,https://nsearchives.nseindia.com/30d/OILIETF-EQ.svg,https://nsearchives.nseindia.com/365d/OILIETF-EQ.svg,EQ,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'slb_isin': 'INF109KC18W3', 'listingDate': '2024-07-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
NEXT30ADD,BSE SENSEX Next 30 Index,40.5,40.69,40.5,40.5,0.0,0.0,1734,70348.38,40.5588,40.98,32.27,40.5,0,0.0,0.12,,27-Nov-2025,-,-,inf,-0.1233045622687969,1.1713030746705635,-25.503563681437853,https://nsearchives.nseindia.com/today/NEXT30ADDEQN.svg,https://nsearchives.nseindia.com/30d/NEXT30ADD-EQ.svg,,EQ,"{'symbol': 'NEXT30ADD', 'companyName': 'DSP Mutual Fund - DSP BSE SENSEX Next 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1VE5', 'listingDate': '2025-02-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
MID150CASE,Zerodha Nifty Midcap 150 ETF,11.27,11.27,10.91,11.11,0.0,0.0,3631788,40385482.56,11.1024,12.0,7.66,11.11,0,6.12,-0.98,27-Dec-2024,27-Nov-2025,-,-,6.214149139579336,-0.7149240393208228,7.416666666666671,-45.03916449086161,https://nsearchives.nseindia.com/today/MID150CASEEQN.svg,https://nsearchives.nseindia.com/30d/MID150CASE-EQ.svg,https://nsearchives.nseindia.com/365d/MID150CASE-EQ.svg,EQ,"{'symbol': 'MID150CASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01059', 'slb_isin': 'INF0R8F01059', 'listingDate': '2024-06-19', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,29.6,29.74,29.53,29.64,0.0,0.0,8419,249707.54,29.6232,31.0,27.1,29.64,0,7.16,-0.03,27-Dec-2024,27-Nov-2025,-,-,8.372943327239485,-0.0674308833445703,4.387096774193546,-9.372693726937266,https://nsearchives.nseindia.com/today/GSEC10YEAREQN.svg,https://nsearchives.nseindia.com/30d/GSEC10YEAR-EQ.svg,https://nsearchives.nseindia.com/365d/GSEC10YEAR-EQ.svg,EQ,"{'symbol': 'GSEC10YEAR', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty 8-13 yr G-Sec ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KF8', 'slb_isin': 'INF769K01KF8', 'listingDate': '2023-04-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
SBINEQWETF,Nifty50 Equal Weight,33.85,33.85,33.4,33.55,0.0,0.0,29577,991125.27,33.5712,34.41,27.3,33.55,0,13.08,0.03,27-Dec-2024,27-Nov-2025,-,-,13.34459459459458,-0.3859857482185349,2.499273467015401,-22.89377289377288,https://nsearchives.nseindia.com/today/SBINEQWETFEQN.svg,https://nsearchives.nseindia.com/30d/SBINEQWETF-EQ.svg,https://nsearchives.nseindia.com/365d/SBINEQWETF-EQ.svg,EQ,"{'symbol': 'SBINEQWETF', 'companyName': 'SBI Mutual Fund - SBI Nifty50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1282', 'slb_isin': 'INF200KB1282', 'listingDate': '2024-07-23', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LIQUIDIETF,S&P BSE Liquid Rate Index,1000.0,1000.01,970.0,999.99,0.0,0.0,435785,435750137.2,1000.0,1029.99,969.99,999.99,0,0.0,0.0,27-Dec-2024,27-Nov-2025,-,-,0.0,0.0,2.9126496373751203,-3.09281538984938,https://nsearchives.nseindia.com/today/LIQUIDIETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDIETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDIETF-EQ.svg,EQ,"{'symbol': 'LIQUIDIETF', 'companyName': 'ICICI Prudential BSE Liquid Rate ETF- IDCW', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC1KT9', 'slb_isin': 'INF109KC1KT9', 'listingDate': '2018-09-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
LIQUIDETF,Nifty1D rate index,1000.0,1000.01,999.99,1000.0,0.0,0.0,65162,65162000.0,1000.0,1009.99,980.55,1000.0,0,0.0,0.0,27-Dec-2024,27-Nov-2025,-,-,0.001000010000099,0.0,0.9891187041455864,-1.9835806435163983,https://nsearchives.nseindia.com/today/LIQUIDETFEQN.svg,https://nsearchives.nseindia.com/30d/LIQUIDETF-EQ.svg,https://nsearchives.nseindia.com/365d/LIQUIDETF-EQ.svg,EQ,"{'symbol': 'LIQUIDETF', 'companyName': 'DSP NIFTY 1D Rate Liquid ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1EU7', 'slb_isin': 'INF740KA1EU7', 'listingDate': '2018-03-20', 'isMunicipalBond': False, 'isHybridSymbol': False, 'segment': 'EQUITY', 'quotepreopenstatus': {'equityTime': '26-Dec-2025 16:00:00', 'preOpenTime': '26-Dec-2025 09:07:09', 'QuotePreOpenFlag': False}}",2025-12-28 00:00:00
